basin,year,site,country,latitude,longitude,eqr,urb.full,crop.full,tree.full,temp.change
DE07,2008,107000092,denmark,56.20712127,9.046845391,0.583333333,0,1,0,0.009986136
DE07,2008,107000094,denmark,56.44290334,8.472639667,0.444444444,0,0.975694444,0,0.009986136
DE07,2008,107000096,denmark,56.3588959,8.736779614,0.833333333,0.00123839,0.770278638,0.094736842,0.009986136
DE07,2009,107000099,denmark,56.29464596,8.511263082,0.708333333,0,0.583710407,0.380090498,0.009986136
DE07,2009,107000097,denmark,56.31455267,8.845991642,0.916666667,0.057835007,0.797577477,0.080750764,0.009986136
DE07,2009,107000090,denmark,56.37771411,8.560817604,0.333333333,0.0125,0.9725,0.01,0.009986136
DE07,2009,107000094,denmark,56.44290334,8.472639667,0.75,0,0.975694444,0,0.009986136
DE07,2009,107000091,denmark,56.3246151,8.405613659,0.5,0.002836075,0.55530346,0.367555303,0.009986136
DE07,2009,107000096,denmark,56.3588959,8.736779614,0.958333333,0.00123839,0.770278638,0.094736842,0.009986136
DE07,2009,107000100,denmark,56.4100043,8.428479134,0.333333333,0,0.344827586,0.655172414,0.009986136
DE07,2009,107000092,denmark,56.20712127,9.046845391,0.518518519,0,1,0,0.009986136
DE07,2010,107000090,denmark,56.37771411,8.560817604,0.453703704,0.0125,0.9725,0.01,0.009986136
DE07,2010,107000099,denmark,56.29464596,8.511263082,0.615740741,0,0.583710407,0.380090498,0.009986136
DE07,2010,107000096,denmark,56.3588959,8.736779614,0.791666667,0.001857585,0.769659443,0.094736842,0.009986136
DE07,2010,107000097,denmark,56.31455267,8.845991642,0.958333333,0.057944129,0.797468354,0.080750764,0.009986136
DE07,2010,107000092,denmark,56.20712127,9.046845391,0.333333333,0,1,0,0.009986136
DE07,2010,107000094,denmark,56.44290334,8.472639667,0.388888889,0,0.975694444,0,0.009986136
DE07,2010,107000091,denmark,56.3246151,8.405613659,0.583333333,0.002836075,0.55530346,0.367555303,0.009986136
DE07,2010,107000100,denmark,56.4100043,8.428479134,0.388888889,0,0.344827586,0.655172414,0.009986136
DE07,2011,107000097,denmark,56.31455267,8.845991642,0.75,0.058053252,0.797359232,0.080750764,0.009986136
DE07,2011,107000090,denmark,56.37771411,8.560817604,0.453703704,0.0125,0.9725,0.01,0.009986136
DE07,2011,107000094,denmark,56.44290334,8.472639667,0.791666667,0,0.975694444,0,0.009986136
DE07,2011,107000099,denmark,56.29464596,8.511263082,0.666666667,0,0.583710407,0.380090498,0.009986136
DE07,2011,107000096,denmark,56.3588959,8.736779614,0.916666667,0.001857585,0.769659443,0.094736842,0.009986136
DE07,2011,107000100,denmark,56.4100043,8.428479134,0.833333333,0,0.344827586,0.655172414,0.009986136
DE07,2011,107000092,denmark,56.20712127,9.046845391,0.444444444,0,1,0,0.009986136
DE07,2011,107000091,denmark,56.3246151,8.405613659,0.791666667,0.002836075,0.55870675,0.357912649,0.009986136
DE07,2012,107000094,denmark,56.44290334,8.472639667,0.708333333,0,0.975694444,0,0.009986136
DE07,2012,107000096,denmark,56.3588959,8.736779614,0.791666667,0.001857585,0.769659443,0.094736842,0.009986136
DE07,2012,107000097,denmark,56.31455267,8.845991642,1,0.05838062,0.797031864,0.080750764,0.009986136
DE07,2012,107000090,denmark,56.37771411,8.560817604,0.324074074,0.0125,0.9725,0.01,0.009986136
DE07,2012,107000099,denmark,56.29464596,8.511263082,0.791666667,0,0.583710407,0.380090498,0.009986136
DE07,2012,107000091,denmark,56.3246151,8.405613659,0.958333333,0.002836075,0.55870675,0.357912649,0.009986136
DE07,2012,107000100,denmark,56.4100043,8.428479134,0.666666667,0,0.344827586,0.655172414,0.009986136
DE07,2012,107000092,denmark,56.20712127,9.046845391,0.453703704,0,1,0,0.009986136
DE07,2013,107000092,denmark,56.20712127,9.046845391,0.666666667,0,1,0,0.009986136
DE07,2013,107000097,denmark,56.31455267,8.845991642,1,0.05838062,0.797031864,0.080750764,0.009986136
DE07,2013,107000094,denmark,56.44290334,8.472639667,0.75,0,0.975694444,0,0.009986136
DE07,2013,107000099,denmark,56.29464596,8.511263082,0.666666667,0,0.583710407,0.380090498,0.009986136
DE07,2013,107000096,denmark,56.3588959,8.736779614,1,0.001857585,0.769659443,0.094736842,0.009986136
DE07,2013,107000100,denmark,56.4100043,8.428479134,0.625,0,0.344827586,0.655172414,0.009986136
DE07,2013,107000090,denmark,56.37771411,8.560817604,0.333333333,0.0125,0.9725,0.01,0.009986136
DE07,2013,107000091,denmark,56.3246151,8.405613659,0.958333333,0.002836075,0.55870675,0.357912649,0.009986136
DE07,2014,107000094,denmark,56.44290334,8.472639667,0.666666667,0,0.975694444,0,0.009986136
DE07,2014,107000092,denmark,56.20712127,9.046845391,0.388888889,0,1,0,0.009986136
DE07,2014,107000097,denmark,56.31455267,8.845991642,1.041666667,0.058926233,0.796486251,0.080750764,0.009986136
DE07,2014,107000090,denmark,56.37771411,8.560817604,0.486111111,0.0125,0.9725,0.01,0.009986136
DE07,2014,107000099,denmark,56.29464596,8.511263082,0.666666667,0,0.583710407,0.380090498,0.009986136
DE07,2014,107000091,denmark,56.3246151,8.405613659,0.958333333,0.002836075,0.55870675,0.357912649,0.009986136
DE07,2014,107000096,denmark,56.3588959,8.736779614,1,0.001857585,0.769659443,0.094736842,0.009986136
DE07,2014,107000100,denmark,56.4100043,8.428479134,0.666666667,0,0.344827586,0.655172414,0.009986136
DE07,2015,107000097,denmark,56.31455267,8.845991642,1,0.058926233,0.796486251,0.080750764,0.009986136
DE07,2015,107000094,denmark,56.44290334,8.472639667,0.708333333,0,0.975694444,0,0.009986136
DE07,2015,107000091,denmark,56.3246151,8.405613659,0.833333333,0.002836075,0.55870675,0.357912649,0.009986136
DE07,2015,107000092,denmark,56.20712127,9.046845391,0.416666667,0,1,0,0.009986136
DE07,2015,107000100,denmark,56.4100043,8.428479134,0.666666667,0,0.344827586,0.655172414,0.009986136
DE07,2015,107000090,denmark,56.37771411,8.560817604,0.453703704,0.0125,0.9725,0.01,0.009986136
DE07,2015,107000099,denmark,56.29464596,8.511263082,0.75,0,0.583710407,0.380090498,0.009986136
DE07,2015,107000096,denmark,56.3588959,8.736779614,0.916666667,0.001857585,0.769659443,0.094736842,0.009986136
DE07,2016,107000092,denmark,56.20712127,9.046845391,0.416666667,0,1,0,0.009986136
DE07,2016,107000097,denmark,56.31455267,8.845991642,0.875,0.059035356,0.796268005,0.080859887,0.009986136
DE07,2016,107000090,denmark,56.37771411,8.560817604,0.333333333,0.0125,0.9725,0.01,0.009986136
DE07,2016,107000094,denmark,56.44290334,8.472639667,0.666666667,0,0.975694444,0,0.009986136
DE07,2016,107000091,denmark,56.3246151,8.405613659,0.75,0.002836075,0.55870675,0.357912649,0.009986136
DE07,2016,107000096,denmark,56.3588959,8.736779614,0.833333333,0.001857585,0.758513932,0.094736842,0.009986136
DE07,2016,107000100,denmark,56.4100043,8.428479134,0.453703704,0,0.344827586,0.655172414,0.009986136
DE07,2016,107000099,denmark,56.29464596,8.511263082,0.625,0,0.583710407,0.380090498,0.009986136
DE07,2018,107000090,denmark,56.37771411,8.560817604,0.453703704,0.0125,0.9725,0.01,0.009986136
DE07,2018,107000091,denmark,56.3246151,8.405613659,1.125,0.002836075,0.545660805,0.374929098,0.009986136
DE07,2018,107000092,denmark,56.20712127,9.046845391,0.583333333,0,1,0,0.009986136
DE07,2018,107000097,denmark,56.31455267,8.845991642,0.958333333,0.059253601,0.79604976,0.080859887,0.009986136
DE07,2018,107000094,denmark,56.44290334,8.472639667,0.416666667,0,0.975694444,0,0.009986136
DE07,2018,107000099,denmark,56.29464596,8.511263082,0.708333333,0,0.583710407,0.380090498,0.009986136
DE07,2018,107000096,denmark,56.3588959,8.736779614,0.75,0.001857585,0.757894737,0.095356037,0.009986136
DE07,2018,107000100,denmark,56.4100043,8.428479134,0.625,0,0.344827586,0.655172414,0.009986136
DE08,1998,107000138,denmark,55.6549044,8.53380494,0.444444444,0,0.91954023,0.025862069,-0.00278838
DE08,1998,107000142,denmark,55.66223922,8.882722526,0.708333333,0.00071582,0.631352899,0.298496779,-0.00278838
DE08,1998,107000141,denmark,55.62791951,8.414073955,0.583333333,0.015384615,0.775384615,0.058461538,-0.00278838
DE08,1998,107000139,denmark,55.60476938,9.013983508,0.75,0.007075472,0.670990566,0.237028302,-0.00278838
DE08,1998,107000140,denmark,55.61884985,8.624166748,0.194444444,0.016483516,0.620879121,0,-0.00278838
DE08,1999,107000138,denmark,55.6549044,8.53380494,0.550925926,0,0.91954023,0.025862069,-0.00278838
DE08,1999,107000139,denmark,55.60476938,9.013983508,0.680555556,0.007075472,0.66745283,0.240566038,-0.00278838
DE08,1999,107000142,denmark,55.66223922,8.882722526,0.486111111,0.00071582,0.61202577,0.317823908,-0.00278838
DE08,1999,107000140,denmark,55.61884985,8.624166748,0.032407407,0.016483516,0.620879121,0,-0.00278838
DE08,1999,107000141,denmark,55.62791951,8.414073955,0.277777778,0.015384615,0.775384615,0.058461538,-0.00278838
DE08,2000,107000139,denmark,55.60476938,9.013983508,0.875,0.007075472,0.66745283,0.240566038,-0.00278838
DE08,2000,107000140,denmark,55.61884985,8.624166748,0.277777778,0.016483516,0.620879121,0,-0.00278838
DE08,2000,107000138,denmark,55.6549044,8.53380494,0.833333333,0,0.91954023,0.025862069,-0.00278838
DE08,2000,107000141,denmark,55.62791951,8.414073955,0.625,0.015384615,0.775384615,0.058461538,-0.00278838
DE08,2000,107000142,denmark,55.66223922,8.882722526,0.416666667,0.00071582,0.61202577,0.317823908,-0.00278838
DE08,2001,107000141,denmark,55.62791951,8.414073955,0.444444444,0.015384615,0.775384615,0.058461538,-0.00278838
DE08,2001,107000139,denmark,55.60476938,9.013983508,0.916666667,0.007075472,0.66745283,0.240566038,-0.00278838
DE08,2001,107000138,denmark,55.6549044,8.53380494,0.791666667,0,0.91954023,0.025862069,-0.00278838
DE08,2001,107000142,denmark,55.66223922,8.882722526,0.833333333,0.00071582,0.61202577,0.317823908,-0.00278838
DE08,2001,107000140,denmark,55.61884985,8.624166748,0.333333333,0.016483516,0.620879121,0,-0.00278838
DE08,2002,107000142,denmark,55.66223922,8.882722526,0.550925926,0.00071582,0.61202577,0.317823908,-0.00278838
DE08,2002,107000139,denmark,55.60476938,9.013983508,0.648148148,0.007075472,0.66745283,0.240566038,-0.00278838
DE08,2002,107000138,denmark,55.6549044,8.53380494,0.708333333,0,0.91954023,0.025862069,-0.00278838
DE08,2002,107000141,denmark,55.62791951,8.414073955,0.666666667,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2002,107000140,denmark,55.61884985,8.624166748,0.222222222,0.016483516,0.620879121,0,-0.00278838
DE08,2003,107000138,denmark,55.6549044,8.53380494,0.791666667,0,0.91954023,0.025862069,-0.00278838
DE08,2003,107000139,denmark,55.60476938,9.013983508,0.75,0.007075472,0.66745283,0.245283019,-0.00278838
DE08,2003,107000142,denmark,55.66223922,8.882722526,1.041666667,0.00071582,0.603435934,0.335003579,-0.00278838
DE08,2003,107000141,denmark,55.62791951,8.414073955,0.472222222,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2003,107000140,denmark,55.61884985,8.624166748,0.222222222,0.016483516,0.620879121,0,-0.00278838
DE08,2004,107000139,denmark,55.60476938,9.013983508,1,0.007075472,0.66745283,0.245283019,-0.00278838
DE08,2004,107000140,denmark,55.61884985,8.624166748,0.25462963,0.016483516,0.620879121,0,-0.00278838
DE08,2004,107000138,denmark,55.6549044,8.53380494,0.791666667,0,0.91954023,0.025862069,-0.00278838
DE08,2004,107000142,denmark,55.66223922,8.882722526,0.527777778,0.00071582,0.603435934,0.335003579,-0.00278838
DE08,2004,107000141,denmark,55.62791951,8.414073955,0.625,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2005,107000138,denmark,55.6549044,8.53380494,0.833333333,0,0.91954023,0.025862069,-0.00278838
DE08,2005,107000139,denmark,55.60476938,9.013983508,0.615740741,0.010613208,0.663915094,0.245283019,-0.00278838
DE08,2005,107000142,denmark,55.66223922,8.882722526,0.472222222,0.00071582,0.589119542,0.350751611,-0.00278838
DE08,2005,107000140,denmark,55.61884985,8.624166748,0.361111111,0.016483516,0.620879121,0,-0.00278838
DE08,2005,107000141,denmark,55.62791951,8.414073955,0.708333333,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2006,107000138,denmark,55.6549044,8.53380494,0.75,0,0.91954023,0.025862069,-0.00278838
DE08,2006,107000139,denmark,55.60476938,9.013983508,1.041666667,0.010613208,0.663915094,0.245283019,-0.00278838
DE08,2006,107000140,denmark,55.61884985,8.624166748,0.277777778,0.021978022,0.615384615,0,-0.00278838
DE08,2006,107000141,denmark,55.62791951,8.414073955,0.444444444,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2006,107000142,denmark,55.66223922,8.882722526,0.416666667,0.00071582,0.576234789,0.372226199,-0.00278838
DE08,2007,107000139,denmark,55.60476938,9.013983508,0.708333333,0.011792453,0.662735849,0.245283019,-0.00278838
DE08,2007,107000140,denmark,55.61884985,8.624166748,0.055555556,0.021978022,0.615384615,0,-0.00278838
DE08,2007,107000138,denmark,55.6549044,8.53380494,0.791666667,0,0.91954023,0.025862069,-0.00278838
DE08,2007,107000141,denmark,55.62791951,8.414073955,0.550925926,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2007,107000142,denmark,55.66223922,8.882722526,0.708333333,0.00071582,0.576234789,0.372226199,-0.00278838
DE08,2008,107000139,denmark,55.60476938,9.013983508,1.041666667,0.011792453,0.658018868,0.25,-0.00278838
DE08,2008,107000138,denmark,55.6549044,8.53380494,0.75,0,0.91954023,0.025862069,-0.00278838
DE08,2008,107000142,denmark,55.66223922,8.882722526,0.550925926,0.00071582,0.546886185,0.409448819,-0.00278838
DE08,2008,107000140,denmark,55.61884985,8.624166748,0.300925926,0.021978022,0.615384615,0,-0.00278838
DE08,2008,107000141,denmark,55.62791951,8.414073955,0.444444444,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2009,107000140,denmark,55.61884985,8.624166748,0.231481481,0.021978022,0.615384615,0,-0.00278838
DE08,2009,107000139,denmark,55.60476938,9.013983508,0.916666667,0.011792453,0.658018868,0.25,-0.00278838
DE08,2009,107000138,denmark,55.6549044,8.53380494,0.875,0,0.91954023,0.025862069,-0.00278838
DE08,2009,107000141,denmark,55.62791951,8.414073955,0.75,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2009,107000142,denmark,55.66223922,8.882722526,0.916666667,0.00071582,0.546886185,0.409448819,-0.00278838
DE08,2010,107000140,denmark,55.61884985,8.624166748,0.25462963,0.021978022,0.615384615,0,-0.00278838
DE08,2010,107000139,denmark,55.60476938,9.013983508,0.791666667,0.012971698,0.656839623,0.25,-0.00278838
DE08,2010,107000142,denmark,55.66223922,8.882722526,0.875,0.00071582,0.546886185,0.409448819,-0.00278838
DE08,2010,107000141,denmark,55.62791951,8.414073955,0.486111111,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2010,107000138,denmark,55.6549044,8.53380494,0.708333333,0,0.91954023,0.025862069,-0.00278838
DE08,2012,107000140,denmark,55.61884985,8.624166748,0.300925926,0.021978022,0.615384615,0,-0.00278838
DE08,2012,107000138,denmark,55.6549044,8.53380494,0.833333333,0,0.91954023,0.025862069,-0.00278838
DE08,2012,107000142,denmark,55.66223922,8.882722526,0.916666667,0.00071582,0.546886185,0.409448819,-0.00278838
DE08,2012,107000141,denmark,55.62791951,8.414073955,0.666666667,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2012,107000139,denmark,55.60476938,9.013983508,0.916666667,0.012971698,0.656839623,0.25,-0.00278838
DE08,2013,107000138,denmark,55.6549044,8.53380494,0.833333333,0,0.91954023,0.025862069,-0.00278838
DE08,2013,107000139,denmark,55.60476938,9.013983508,0.916666667,0.012971698,0.656839623,0.25,-0.00278838
DE08,2013,107000142,denmark,55.66223922,8.882722526,0.666666667,0.00071582,0.546886185,0.409448819,-0.00278838
DE08,2013,107000140,denmark,55.61884985,8.624166748,0.231481481,0.021978022,0.615384615,0,-0.00278838
DE08,2013,107000141,denmark,55.62791951,8.414073955,0.916666667,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2014,107000139,denmark,55.60476938,9.013983508,0.958333333,0.012971698,0.614386792,0.294811321,-0.00278838
DE08,2014,107000140,denmark,55.61884985,8.624166748,0.166666667,0.021978022,0.615384615,0,-0.00278838
DE08,2014,107000138,denmark,55.6549044,8.53380494,0.875,0,0.91954023,0.025862069,-0.00278838
DE08,2014,107000141,denmark,55.62791951,8.414073955,0.75,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2014,107000142,denmark,55.66223922,8.882722526,0.916666667,0.00071582,0.539727989,0.416607015,-0.00278838
DE08,2015,107000140,denmark,55.61884985,8.624166748,0.388888889,0.021978022,0.615384615,0,-0.00278838
DE08,2015,107000141,denmark,55.62791951,8.414073955,0.875,0.016923077,0.773846154,0.058461538,-0.00278838
DE08,2015,107000139,denmark,55.60476938,9.013983508,0.916666667,0.012971698,0.614386792,0.294811321,-0.00278838
DE08,2015,107000138,denmark,55.6549044,8.53380494,0.833333333,0,0.91954023,0.025862069,-0.00278838
DE08,2015,107000142,denmark,55.66223922,8.882722526,0.625,0.00071582,0.539727989,0.416607015,-0.00278838
DE09,2003,107000174,denmark,55.06054006,9.090086182,0.791666667,0.002673797,0.882352941,0,0.02425402
DE09,2003,107000175,denmark,55.00679357,8.737122909,0.277777778,0,1,0,0.02425402
DE09,2003,107000177,denmark,55.06878882,9.160603787,0.5,0.009650181,0.860072376,0.032569361,0.02425402
DE09,2003,107000178,denmark,54.95995558,8.71306594,0.416666667,0,0.384615385,0,0.02425402
DE09,2003,107000179,denmark,55.03129612,9.046027198,0.958333333,0.021534847,0.809710258,0.024275646,0.02425402
DE09,2003,107000176,denmark,54.95133438,9.343597851,0.361111111,0.01414791,0.749839228,0.140192926,0.02425402
DE09,2004,107000179,denmark,55.03129612,9.046027198,0.75,0.023884103,0.807361002,0.024275646,0.02425402
DE09,2004,107000174,denmark,55.06054006,9.090086182,0.75,0.002673797,0.882352941,0,0.02425402
DE09,2004,107000177,denmark,55.06878882,9.160603787,0.833333333,0.009650181,0.860072376,0.032569361,0.02425402
DE09,2004,107000178,denmark,54.95995558,8.71306594,0.648148148,0,0.384615385,0,0.02425402
DE09,2004,107000175,denmark,55.00679357,8.737122909,0.361111111,0,1,0,0.02425402
DE09,2004,107000176,denmark,54.95133438,9.343597851,0.875,0.015434084,0.748553055,0.140192926,0.02425402
DE09,2005,107000179,denmark,55.03129612,9.046027198,0.833333333,0.026624902,0.804620204,0.024275646,0.02425402
DE09,2005,107000176,denmark,54.95133438,9.343597851,0.550925926,0.018649518,0.745337621,0.140192926,0.02425402
DE09,2005,107000178,denmark,54.95995558,8.71306594,0.231481481,0,0.384615385,0,0.02425402
DE09,2005,107000175,denmark,55.00679357,8.737122909,0.416666667,0,1,0,0.02425402
DE09,2005,107000177,denmark,55.06878882,9.160603787,0.791666667,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2005,107000174,denmark,55.06054006,9.090086182,0.875,0.002673797,0.882352941,0,0.02425402
DE09,2006,107000176,denmark,54.95133438,9.343597851,0.791666667,0.018649518,0.745337621,0.140192926,0.02425402
DE09,2006,107000175,denmark,55.00679357,8.737122909,0.388888889,0,1,0,0.02425402
DE09,2006,107000179,denmark,55.03129612,9.046027198,0.958333333,0.027016445,0.804228661,0.024275646,0.02425402
DE09,2006,107000177,denmark,55.06878882,9.160603787,0.518518519,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2006,107000178,denmark,54.95995558,8.71306594,0.25462963,0,0.384615385,0,0.02425402
DE09,2006,107000174,denmark,55.06054006,9.090086182,0.666666667,0.002673797,0.882352941,0,0.02425402
DE09,2007,107000176,denmark,54.95133438,9.343597851,0.958333333,0.018649518,0.745337621,0.140192926,0.02425402
DE09,2007,107000177,denmark,55.06878882,9.160603787,0.550925926,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2007,107000175,denmark,55.00679357,8.737122909,0.444444444,0,1,0,0.02425402
DE09,2007,107000179,denmark,55.03129612,9.046027198,0.833333333,0.027407987,0.803837118,0.024275646,0.02425402
DE09,2007,107000174,denmark,55.06054006,9.090086182,0.875,0.002673797,0.882352941,0,0.02425402
DE09,2007,107000178,denmark,54.95995558,8.71306594,0.305555556,0,0.384615385,0,0.02425402
DE09,2008,107000175,denmark,55.00679357,8.737122909,0.416666667,0,1,0,0.02425402
DE09,2008,107000179,denmark,55.03129612,9.046027198,0.875,0.027407987,0.803837118,0.024275646,0.02425402
DE09,2008,107000174,denmark,55.06054006,9.090086182,0.833333333,0.002673797,0.882352941,0,0.02425402
DE09,2008,107000178,denmark,54.95995558,8.71306594,0.388888889,0.076923077,0.307692308,0,0.02425402
DE09,2008,107000176,denmark,54.95133438,9.343597851,0.453703704,0.018649518,0.745337621,0.140192926,0.02425402
DE09,2008,107000177,denmark,55.06878882,9.160603787,0.916666667,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2009,107000176,denmark,54.95133438,9.343597851,0.875,0.019935691,0.744051447,0.140192926,0.02425402
DE09,2009,107000175,denmark,55.00679357,8.737122909,0.527777778,0,1,0,0.02425402
DE09,2009,107000177,denmark,55.06878882,9.160603787,0.916666667,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2009,107000174,denmark,55.06054006,9.090086182,0.75,0.002673797,0.882352941,0,0.02425402
DE09,2009,107000179,denmark,55.03129612,9.046027198,0.958333333,0.027407987,0.803837118,0.024275646,0.02425402
DE09,2009,107000178,denmark,54.95995558,8.71306594,0.305555556,0.076923077,0.307692308,0,0.02425402
DE09,2010,107000175,denmark,55.00679357,8.737122909,0.625,0,1,0,0.02425402
DE09,2010,107000174,denmark,55.06054006,9.090086182,0.791666667,0.002673797,0.882352941,0,0.02425402
DE09,2010,107000179,denmark,55.03129612,9.046027198,0.875,0.02779953,0.803445576,0.024275646,0.02425402
DE09,2010,107000176,denmark,54.95133438,9.343597851,0.791666667,0.020578778,0.74340836,0.140192926,0.02425402
DE09,2010,107000178,denmark,54.95995558,8.71306594,0.361111111,0.076923077,0.307692308,0,0.02425402
DE09,2010,107000177,denmark,55.06878882,9.160603787,0.75,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2012,107000176,denmark,54.95133438,9.343597851,0.416666667,0.020578778,0.74340836,0.140192926,0.02425402
DE09,2012,107000177,denmark,55.06878882,9.160603787,0.791666667,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2012,107000175,denmark,55.00679357,8.737122909,0.583333333,0,1,0,0.02425402
DE09,2012,107000179,denmark,55.03129612,9.046027198,1,0.028191073,0.803054033,0.024275646,0.02425402
DE09,2012,107000174,denmark,55.06054006,9.090086182,0.958333333,0.002673797,0.882352941,0,0.02425402
DE09,2012,107000178,denmark,54.95995558,8.71306594,0.333333333,0.076923077,0.307692308,0,0.02425402
DE09,2013,107000175,denmark,55.00679357,8.737122909,0.708333333,0,1,0,0.02425402
DE09,2013,107000179,denmark,55.03129612,9.046027198,0.958333333,0.028191073,0.803054033,0.024275646,0.02425402
DE09,2013,107000174,denmark,55.06054006,9.090086182,0.708333333,0.002673797,0.882352941,0,0.02425402
DE09,2013,107000178,denmark,54.95995558,8.71306594,0.277777778,0.076923077,0.307692308,0,0.02425402
DE09,2013,107000176,denmark,54.95133438,9.343597851,0.791666667,0.020578778,0.74340836,0.140192926,0.02425402
DE09,2013,107000177,denmark,55.06878882,9.160603787,0.791666667,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2014,107000179,denmark,55.03129612,9.046027198,0.958333333,0.028191073,0.803054033,0.024275646,0.02425402
DE09,2014,107000175,denmark,55.00679357,8.737122909,0.666666667,0,1,0,0.02425402
DE09,2014,107000176,denmark,54.95133438,9.343597851,0.666666667,0.020578778,0.74340836,0.140192926,0.02425402
DE09,2014,107000174,denmark,55.06054006,9.090086182,0.916666667,0.002673797,0.882352941,0,0.02425402
DE09,2014,107000178,denmark,54.95995558,8.71306594,0.277777778,0.076923077,0.307692308,0,0.02425402
DE09,2014,107000177,denmark,55.06878882,9.160603787,0.666666667,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2015,107000179,denmark,55.03129612,9.046027198,1,0.028191073,0.803054033,0.024275646,0.02425402
DE09,2015,107000176,denmark,54.95133438,9.343597851,0.875,0.020578778,0.74340836,0.140192926,0.02425402
DE09,2015,107000178,denmark,54.95995558,8.71306594,0.361111111,0.076923077,0.307692308,0,0.02425402
DE09,2015,107000175,denmark,55.00679357,8.737122909,0.75,0,1,0,0.02425402
DE09,2015,107000177,denmark,55.06878882,9.160603787,0.875,0.010856454,0.858866104,0.032569361,0.02425402
DE09,2015,107000174,denmark,55.06054006,9.090086182,0.916666667,0.002673797,0.882352941,0,0.02425402
DE09,2016,107000177,denmark,55.06878882,9.160603787,0.833333333,0.010856454,0.827503016,0.062726176,0.02425402
DE09,2016,107000178,denmark,54.95995558,8.71306594,0.333333333,0.076923077,0.307692308,0,0.02425402
DE09,2016,107000175,denmark,55.00679357,8.737122909,0.708333333,0,1,0,0.02425402
DE09,2016,107000176,denmark,54.95133438,9.343597851,0.916666667,0.020578778,0.717041801,0.178135048,0.02425402
DE09,2016,107000179,denmark,55.03129612,9.046027198,0.916666667,0.028191073,0.769772905,0.034064213,0.02425402
DE09,2016,107000174,denmark,55.06054006,9.090086182,0.875,0.002673797,0.802139037,0,0.02425402
DE09,2018,107000177,denmark,55.06878882,9.160603787,0.75,0.010856454,0.827503016,0.062726176,0.02425402
DE09,2018,107000174,denmark,55.06054006,9.090086182,0.791666667,0.002673797,0.802139037,0,0.02425402
DE09,2018,107000175,denmark,55.00679357,8.737122909,0.666666667,0,1,0,0.02425402
DE09,2018,107000176,denmark,54.95133438,9.343597851,0.791666667,0.020578778,0.724115756,0.170418006,0.02425402
DE09,2018,107000178,denmark,54.95995558,8.71306594,0.277777778,0.076923077,0.307692308,0,0.02425402
DE09,2018,107000179,denmark,55.03129612,9.046027198,0.875,0.028191073,0.769772905,0.034064213,0.02425402
FI01,2010,119000039,finland,63.09485968,31.03444171,0.919468803,0,0,0.873255814,0.040852802
FI01,2010,119000049,finland,63.67398233,26.57460379,0.9572998,0,0.136754903,0.780208401,0.040852802
FI01,2010,119000051,finland,62.76245154,30.03605426,0.931426481,0,0.00079713,0.954962136,0.040852802
FI01,2010,119000048,finland,63.72762108,26.37874499,0.853690093,0,0.12009305,0.831055539,0.040852802
FI01,2010,119000046,finland,62.64031191,31.28599706,0.693530058,0,0.002343212,0.78846116,0.040852802
FI01,2011,119000051,finland,62.76245154,30.03605426,0.889057563,0,0.00079713,0.954962136,0.040852802
FI01,2011,119000049,finland,63.67398233,26.57460379,0.818185152,0,0.137013786,0.77923759,0.040852802
FI01,2011,119000046,finland,62.64031191,31.28599706,0.7703971,0,0.002343212,0.788441469,0.040852802
FI01,2011,119000048,finland,63.72762108,26.37874499,0.805376889,0,0.12009305,0.831055539,0.040852802
FI01,2011,119000039,finland,63.09485968,31.03444171,1.00001,0,0,0.872571819,0.040852802
FI01,2012,119000051,finland,62.76245154,30.03605426,0.950460272,0,0.00079713,0.954962136,0.040852802
FI01,2012,119000046,finland,62.64031191,31.28599706,0.805613341,0,0.002500738,0.78777198,0.040852802
FI01,2012,119000049,finland,63.67398233,26.57460379,0.976350753,0,0.139796777,0.774642418,0.040852802
FI01,2012,119000048,finland,63.72762108,26.37874499,0.832235592,0,0.124454783,0.82320442,0.040852802
FI01,2012,119000039,finland,63.09485968,31.03444171,0.904143536,0,0,0.870177839,0.040852802
FI01,2013,119000049,finland,63.67398233,26.57460379,0.716593408,0,0.139667335,0.774448256,0.040852802
