basin,country,year,delta_taxonomic_allYears,delta_biological_allYears,delta_ecological_allYears,taxa_addition_allYears,taxa_subtraction_allYears,biological_addition_allYears,biological_subtraction_allYears,ecological_addition_allYears,ecological_subtraction_allYears,delta_taxonomic_toFirst,delta_biological_toFirst,delta_ecological_toFirst,taxa_addition_toFirst,taxa_subtraction_toFirst,biological_addition_toFirst,biological_subtraction_toFirst,ecological_addition_toFirst,ecological_subtraction_toFirst,delta_taxonomic_fromLast,delta_biological_fromLast,delta_ecological_fromLast,taxa_addition_fromLast,taxa_subtraction_fromLast,biological_addition_fromLast,biological_subtraction_fromLast,ecological_addition_fromLast,ecological_subtraction_fromLast
FI02,finland,2001,-0.001538605,-0.082434492,0.00144382,0.003249512,0.066468423,0.009960942,-0.001480519,0.0112901,0.003412972,-0.001538605,-0.082434492,0.00144382,0.016745491,0.006201946,0.00432853,-0.003550994,0.010918167,-0.002237054,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2002,0.047624864,0.083231371,-0.028633026,0.047904015,0.062063884,0.011866621,0.002965375,0.007960537,0.00232565,0.046086259,0.000796879,-0.027189206,0.11233544,0.023932416,0.011812925,-0.000775582,0.008980695,-0.003540903,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2003,-0.003507764,0.030572919,-0.002316872,0.018255944,-0.025861478,0.003612039,-0.001433748,0.002412162,-0.010291018,0.042578495,0.031369798,-0.029506078,0.118784925,0.009877397,0.016819253,-0.001004494,0.002782219,-0.007502135,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2004,-0.063983853,-0.031212881,-0.048607092,-0.134668785,-0.03700448,-0.00044097,-0.007340627,-0.002038471,-0.002928411,-0.021405358,0.000156917,-0.07811317,-0.043512951,0.000502008,0.003713803,0.000721557,-0.00549321,-0.002273745,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2005,0.034081563,-0.047721093,0.046749922,0.033218891,0.074482528,0.000304832,-0.007711076,0.005043124,-0.001698661,0.012676205,-0.047564176,-0.031363248,0.070325726,-0.005635251,-0.001571975,-0.003300646,-0.001785944,-0.002164664,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2006,0.053326105,0.055647545,0.078355926,0.103905904,0.026050042,0.018205608,-0.002652123,0.020613081,0.003202179,0.06600231,0.008083369,0.046992678,0.065194319,0.129452102,0.015359623,-0.000907239,0.01855359,0.000790518,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2007,-0.018850296,0.0352581,-0.108961007,0.017082775,-0.026567209,0.011745569,-0.007026457,-0.006923613,-0.008427837,0.047152014,0.043341469,-0.061968329,0.194197886,-0.009035899,0.020857838,0.001098842,0.008394479,-0.006430092,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2008,-0.029839223,-0.052051589,0.001529791,-0.025065061,-0.067223792,-0.002203814,-0.014663704,-0.003876137,-0.003656636,0.017312791,-0.00871012,-0.060438538,0.103405584,-0.010532449,0.004473313,-0.005609532,0.001912728,-0.004806525,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2009,-0.003088879,-0.059973526,0.007401004,0.014667141,-0.03158278,0.000388209,-0.002941808,0.002302825,0.001260558,0.014223912,-0.068683646,-0.053037534,0.077249039,-0.001291543,0.00024883,-0.003894748,0.002523381,-0.002058058,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2010,-0.006689925,0.076095917,0.043005558,-0.046884006,0.01582597,0.003757982,0.003117694,0.007259011,0.002917243,0.007533987,0.007412271,-0.010031976,0.028018417,0.016881042,0.004778255,-0.000552253,0.012236614,-0.001392156,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2011,0.007164052,-0.035416611,-0.013444062,0.020226475,0.002577305,-0.003272438,-0.002060016,-0.003185752,0.001659611,0.014698039,-0.02800434,-0.023476038,0.075713917,-0.008010677,0.00227394,-0.003786181,0.012165192,-0.001800213,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2012,-0.036918775,0.016602082,-0.015418002,-0.067593845,-0.02759036,0.001880923,0.000965104,-0.004573614,-0.003766272,-0.022220736,-0.011402258,-0.03889404,-0.02972082,0.002239855,0.004044599,-0.003628047,0.007048283,-0.006477764,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2013,-0.008084678,-0.032539276,-0.009927925,-0.015791372,-0.00349816,-0.000730371,-0.008146163,-0.003155951,-0.003200942,-0.030305414,-0.043941534,-0.048821965,-0.050109865,0.003339368,-0.003904697,-0.005521676,-0.001996013,-0.003246744,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI02,finland,2014,0.02282052,-0.020788474,0.038036343,0.003249512,0.066468423,0.009960942,-0.001480519,0.0112901,0.003412972,-0.007484894,-0.064730008,-0.010785622,0.016745491,0.006201946,0.00432853,-0.003550994,0.010918167,-0.002237054,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR01,france,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.027203692,-0.03555906,-0.030312123,0.029273857,-0.010372066,0.02395656,-0.007245392,-0.001816718,-0.008474416
FR01,france,1995,0.045163754,0.069869972,0.000627151,-0.039653422,-0.021133293,-0.020229136,-0.001447694,0.0303997,-0.002008294,0.045163754,0.069869972,0.000627151,0.029273857,-0.010372066,0.020961017,-0.003631337,0.020129275,-0.008516062,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR01,france,1996,0.020746516,-0.023891559,-0.00779583,0.069151193,-0.033734613,-0.010498526,-0.017931722,-0.001805092,-0.011055599,0.06591027,0.045978413,-0.007168679,0.124984301,-0.006360373,0.012903345,-0.003183014,0.002264994,-0.003672002,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR01,france,1997,-0.026512105,0.018767689,-0.021609175,0.02196767,-0.055531574,0.026101602,-0.001760566,0.005617445,-0.002324697,0.039398165,0.064746102,-0.028777854,0.100464724,-0.0154047,0.02925817,-0.002294985,0.002430156,-0.005314231,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR01,france,1998,-0.045254503,-0.055966813,0.018674607,-0.062796757,-0.001440848,-0.016349341,-0.023262569,0.009168687,-0.004578176,-0.005856338,0.008779289,-0.010103247,0.055645248,-0.034822828,0.001836239,-0.007178704,0.001488289,-0.001059176,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR01,france,1999,0.073200747,0.057675741,-0.010249171,0.032930736,0.064130308,0.011396424,0.01273096,0.00103857,-0.000112449,0.067344409,0.06645503,-0.020352418,0.115258012,0.002625452,0.008786953,0.005400691,0.008025934,-0.002716243,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR01,france,2000,-0.040415697,0.02236636,-0.059495123,-0.052753181,0.014558224,0.007913657,0.015426833,-0.011926429,-0.011192168,0.026928712,0.08882139,-0.079847541,0.08606109,-0.006372583,0.024738914,0.014865725,-2.05E-05,-0.011402463,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR01,france,2001,-0.019326407,-0.052203012,0.049535418,-0.039653422,-0.021133293,-0.020229136,-0.001447694,0.0303997,-0.002008294,0.007602305,0.036618378,-0.030312123,0.029273857,-0.010372066,0.020961017,-0.003631337,0.020129275,-0.008516062,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR02,france,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.048391888,-0.041966627,-0.026023281,0.194427158,-0.018091635,-0.011583242,-0.029991599,-7.29E-05,-0.015857854
FR02,france,2009,0.069152702,0.005217224,-0.036795712,0.05432049,-0.018501854,-0.031713876,-0.034449159,-0.004443781,-0.0352782,0.069152702,0.005217224,-0.036795712,0.194427158,-0.018091635,-0.017640959,-0.019243513,0.010747637,-0.015233503,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR02,france,2010,-0.040982633,-0.069399619,-0.002886394,-0.038389804,-0.050520091,-0.032577818,-0.024414885,0.008310519,-0.029845618,0.028170069,-0.064182395,-0.039682106,0.080317975,-0.013087785,-0.033937854,-0.010498686,-0.015027636,0.00713528,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR02,france,2011,0.034411825,0.121320058,0.033617841,0.073125078,0.000161619,0.039170543,0.031187088,0.034894822,0.012515492,0.062581894,0.057137663,-0.006064265,0.151041274,-0.010524388,0.010297016,0.017509453,0.021290562,0.008998132,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR02,france,2012,0.015167481,-0.130088877,-0.019959016,0.05432049,-0.018501854,-0.031713876,-0.034449159,-0.004443781,-0.0352782,0.077749375,-0.072951214,-0.026023281,0.194427158,-0.018091635,-0.017640959,-0.019243513,0.010747637,-0.015233503,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR03,france,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013371077,-0.023088329,-0.023531036,-0.019156422,-0.013469432,-0.006290892,-0.025375594,-0.000583671,-0.008319981
FR03,france,2010,-0.024160995,0.060132949,-0.023263243,0.003315181,-0.071858321,-0.008179355,-0.035084249,-0.004999113,-0.006509987,-0.024160995,0.060132949,-0.023263243,-0.019156422,-0.013469432,-0.006160042,-0.015458993,-0.003694737,-0.00151631,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR03,france,2011,0.034477509,-0.030167025,0.029036802,0.028576762,0.022446188,0.004720495,-0.012231132,0.016753427,0.01722485,0.010316514,0.029965924,0.005773559,-0.002070388,0.012129461,0.001359609,0.003470869,0.003519182,0.017686022,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR03,france,2012,-0.000863176,-0.005312011,-0.000277641,0.00950125,0.016356962,0.020493348,-0.008594902,-0.026750463,0.011339964,0.009453338,0.024653913,0.005495918,0.04949855,-0.013581263,0.021736551,-0.000885017,-0.002207464,0.010010783,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR03,france,2013,-0.034691954,-0.055861561,-0.029026954,0.003315181,-0.071858321,-0.008179355,-0.035084249,-0.004999113,-0.006509987,-0.025238616,-0.031207648,-0.023531036,-0.019156422,-0.013469432,-0.006160042,-0.015458993,-0.003694737,-0.00151631,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR04,france,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014039764,0.025767871,0.070818748,0.086615618,0.017279153,-0.008683271,-0.008725172,0.008571638,0.001180957
FR04,france,2009,0.081397318,0.003577669,0.04648469,0.090024814,0.037711417,-0.017887694,0.003514568,0.002537455,-0.000330384,0.081397318,0.003577669,0.04648469,0.086615618,0.017279153,-0.007409949,-0.005385248,0.005615645,-0.002182553,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR04,france,2010,-0.029118516,-0.011204211,0.002149376,0.011351,-0.05933689,-0.018986451,-0.005848499,-0.002271305,-0.00506429,0.052278802,-0.007626542,0.048634066,0.127921044,-0.031206331,-0.00959516,-0.005294295,0.015034308,0.00048713,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR04,france,2011,-0.029962549,-0.009484746,-0.007446899,0.010827961,-0.052714482,-0.006677796,-0.000928586,0.001635751,-0.003548402,0.022316253,-0.017111288,0.041187167,0.077309455,-0.022481263,-0.008115433,-0.015391263,0.018490593,-0.005339594,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR04,france,2012,-0.036128906,-0.001856334,0.01858074,-0.067089891,-0.037703367,-0.000989506,0.009298253,-0.000505288,-0.005758035,-0.013812653,-0.018967622,0.059767907,-0.054870015,0.004904949,-0.003719519,-0.008190176,0.004605981,0.001956727,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR04,france,2013,0.030245303,0.054416717,-0.044389942,0.021936924,0.004186682,-0.00094762,0.018193569,7.62E-07,-0.008045632,0.01643265,0.035449095,0.015377965,-0.048814058,0.024972598,-0.002390639,0.004687929,0.005416572,-0.00443944,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR04,france,2015,0.053490045,-0.049089003,0.055440783,0.090024814,0.037711417,-0.017887694,0.003514568,0.002537455,-0.000330384,0.069922695,-0.013639908,0.070818748,0.086615618,0.017279153,-0.007409949,-0.005385248,0.005615645,-0.002182553,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR05,france,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019798438,-0.005280287,0.037318997,0.06603533,0.023554854,-0.004565689,0.003733353,0.005306653,-0.005006239
FR05,france,2009,0.026037053,0.006947419,-0.007173849,-0.062298612,0.036712519,0.002082832,-0.000443225,-0.005718784,-0.00175422,0.026037053,0.006947419,-0.007173849,0.06603533,0.023554854,-0.001067838,0.004494564,-0.004801703,-0.00353495,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR05,france,2010,-0.017456644,-0.062741609,0.022527861,-0.005194901,-0.025191059,-0.006574958,-0.005825804,0.0008936,-0.000273148,0.008580409,-0.05579419,0.015354012,0.037815983,-0.010604565,-0.002869733,-0.00752682,-0.000182873,-0.003717056,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR05,france,2011,0.026097355,0.071320385,0.021053978,0.04660124,0.015828173,0.011658868,0.010997999,0.02011686,0.000532262,0.034677764,0.015526195,0.03640799,0.102934617,-0.013293786,0.011458186,-9.20E-05,0.031320353,-0.010052219,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR05,france,2012,0.011280984,-0.040780522,-0.089359247,0.093738329,-0.035661395,-0.010286643,-0.007585696,-0.006358648,-0.023750322,0.045958748,-0.025254327,-0.052951257,0.182293745,-0.034575981,0.000690838,-0.004235157,0.001392391,-0.017743365,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR05,france,2013,-0.031915665,0.026411261,0.016644469,-0.004301379,-0.10498137,0.004363183,0.003836346,0.001900715,0.003157972,0.014043083,0.001156934,-0.036306788,0.0685182,-0.030083184,0.003261855,-7.35E-05,0.001990351,-0.012861106,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR05,france,2014,0.029968808,-0.016137029,0.040436035,0.105115654,-0.028374393,-0.00412168,0.001135823,0.011445091,-0.000904901,0.044011891,-0.014980095,0.004129247,0.134662091,-0.019485814,0.003704474,-0.001864714,0.008095425,-0.009412234,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR05,france,2015,-0.003394457,-0.008511644,0.03318975,-0.062298612,0.036712519,0.002082832,-0.000443225,-0.005718784,-0.00175422,0.040617434,-0.023491739,0.037318997,0.06603533,0.023554854,-0.001067838,0.004494564,-0.004801703,-0.00353495,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR06,france,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000829842,-0.002452548,0.000366053,-0.024887937,0.011249756,0.003125394,-0.00322634,-0.001010319,0.000199528
FR06,france,2004,0.005672163,0.002745858,0.005874347,-0.000590017,-0.011075181,-0.005686655,-0.000867276,-0.00178259,0.00057511,0.005672163,0.002745858,0.005874347,-0.024887937,0.011249756,0.004126812,0.003147341,0.001714529,0.006242649,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR06,france,2005,-0.044487914,-0.03832473,-0.012302878,-0.037572096,-0.081964378,-0.001935795,-0.008144732,-0.000167016,-0.001251325,-0.038815751,-0.035578872,-0.006428531,-0.041207,-0.050763508,-0.002808583,0.001437074,-0.004081887,0.00395864,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR06,france,2006,0.044342084,0.063066468,-0.001648144,0.055317851,0.034679674,0.003382811,0.008314917,0.0068092,0.002567415,0.005526333,0.027487596,-0.008076675,-0.027168752,0.02519577,-0.003331427,0.017212764,0.001558248,0.007037986,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR06,france,2007,-0.017829054,-0.03917506,0.008442728,-0.000590017,-0.011075181,-0.005686655,-0.000867276,-0.00178259,0.00057511,-0.012302721,-0.011687464,0.000366053,-0.024887937,0.011249756,0.004126812,0.003147341,0.001714529,0.006242649,NA,NA,NA,NA,NA,NA,NA,NA,NA
GE01,germany,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.048037898,-0.014074658,-0.004588584,-0.064877226,0.009676603,-0.002711469,-0.004489169,0.001383214,0.008758573
GE01,germany,1994,-0.064474119,-0.029488893,-0.074866003,-0.018608537,0.023714471,0.007857533,-0.004665791,0.019902637,-0.019957274,-0.064474119,-0.029488893,-0.074866003,-0.064877226,0.009676603,-0.005353858,-0.004194186,-0.004924674,0.009281922,NA,NA,NA,NA,NA,NA,NA,NA,NA
GE01,germany,1995,-0.084119246,-0.075923479,0.031920718,-0.095930265,-0.00527508,-0.006050816,-0.009118073,-0.00051083,0.002247848,-0.148593365,-0.105412372,-0.042945285,-0.134944306,-0.020208617,-0.007500738,-0.013208918,-0.012225552,-0.002665702,NA,NA,NA,NA,NA,NA,NA,NA,NA
GE01,germany,1996,0.1775903,0.069338901,0.03822584,0.061117153,0.209372792,0.011736457,0.007674564,-0.005343797,0.00659123,0.028996935,-0.036073471,-0.004719445,0.057983604,0.057353417,-0.005289981,0.001305632,-0.008768011,-0.001582481,NA,NA,NA,NA,NA,NA,NA,NA,NA
GE01,germany,1997,0.005619655,0.014258083,0.085283458,0.056196636,-0.06633721,0.008215793,-0.007693933,0.035340746,0.007975218,0.03461659,-0.021815388,0.080564013,0.039975689,0.065220757,0.000106008,-0.003793464,0.008359162,0.015052661,NA,NA,NA,NA,NA,NA,NA,NA,NA
GE01,germany,1998,-0.105681364,-0.012828979,-0.063910075,-0.127369846,-0.038133159,0.002709585,-0.009539496,-0.016259345,-0.007675087,-0.071064774,-0.034644367,0.016653938,-0.051590556,-0.008716002,-0.000609203,-0.010171476,-0.005644312,0.011829303,NA,NA,NA,NA,NA,NA,NA,NA,NA
GE01,germany,1999,-0.016586289,-0.019441382,-0.021242522,-0.018608537,0.023714471,0.007857533,-0.004665791,0.019902637,-0.019957274,-0.087651063,-0.054085749,-0.004588584,-0.064877226,0.009676603,-0.005353858,-0.004194186,-0.004924674,0.009281922,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU01,hungary,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005331209,-0.0172483,0.01361265,0.080274856,0.105614758,-0.004811075,0.001897076,0.003156807,9.35E-05
HU01,hungary,2009,0.017590692,0.00037485,0.019049588,-0.070916623,-0.022031932,-0.003455603,-0.000408935,-0.003061989,-0.00421503,0.017590692,0.00037485,0.019049588,0.080274856,0.105614758,-0.004272563,-0.000346233,0.000797477,0.002532558,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU01,hungary,2010,-0.012310783,0.002976147,0.022140479,-0.157252639,0.030461721,-0.000388596,0.00235612,0.004587134,-0.000898655,0.005279909,0.003350997,0.041190067,-0.028978165,0.069450904,-0.002236721,0.005851215,0.010998081,0.004097944,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU01,hungary,2011,0.001491339,0.010516291,-0.031452817,-0.039708493,0.05984289,-0.004871559,0.002924838,-0.003573213,0.003013823,0.006771248,0.013867288,0.00973725,0.004119257,0.056487878,0.000925095,0.001518809,0.009710789,0.00481334,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU01,hungary,2012,-0.013607245,-0.030660771,-0.015308413,-0.086607998,-0.034995787,0.000314992,-0.0028349,-0.001290947,-0.003090806,-0.006835997,-0.016793483,-0.005571163,-0.031947518,-0.029049131,0.004046367,-0.00531858,0.00683717,0.003790949,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU01,hungary,2013,-0.002764688,0.000426031,-0.011337208,-0.015219676,-0.011449929,0.00013309,-0.001848386,-0.002002453,0.000767584,-0.009600685,-0.016367452,-0.016908371,-0.135760491,0.048094237,-0.003004321,0.00086381,0.004085193,0.003801933,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU01,hungary,2014,0.008890613,0.015546336,0.027099385,0.027541354,0.047976962,0.004522631,-0.002146947,0.001030358,-0.007622217,-0.000710072,-0.000821116,0.010191014,-0.048787005,0.036639068,-0.001319435,0.001003867,-0.00168886,0.003156537,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU01,hungary,2015,0.016048431,-0.006949226,-0.004110302,0.115489576,0.043281441,0.002093074,-0.001930135,0.007935061,0.002304938,0.015338359,-0.007770342,0.006080712,0.113448647,0.033174434,0.001066662,-0.001461681,0.00596436,0.005738146,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU01,hungary,2016,0.013325752,0.005517214,0.014142273,0.101632736,0.030582354,0.00196141,-0.002843845,0.002659465,-0.002457667,0.028664111,-0.002253128,0.020222985,0.245959041,0.032879128,0.00049316,-0.002220539,0.00619675,0.004732563,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU01,hungary,2017,-0.009410567,-0.006330891,-0.006610335,-0.070916623,-0.022031932,-0.003455603,-0.000408935,-0.003061989,-0.00421503,0.019253544,-0.008584019,0.01361265,0.080274856,0.105614758,-0.004272563,-0.000346233,0.000797477,0.002532558,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017276228,0.02908182,-0.072104128,-0.091648386,-0.08029117,0.011413244,-0.005528062,0.001404011,-0.00760581
IR01,ireland,2004,-0.03104258,-0.014364954,-0.084033036,0.010939245,-0.003235917,0.002752579,-0.004176658,0.00151744,0.000587841,-0.03104258,-0.014364954,-0.084033036,-0.091648386,-0.08029117,0.006382551,-0.005536197,0.002743582,-0.015033086,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2005,-0.001663529,0.019547426,0.051791382,0.042831471,-0.04647176,0.00472895,-0.002498246,-0.00013237,-0.006167793,-0.032706109,0.005182472,-0.032241654,-0.04954176,-0.120590131,0.003865307,-0.007057821,-0.005258433,-0.010375546,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2006,-0.000692087,-0.03619569,-0.072395272,0.019679543,0.002516236,0.002443064,-0.006740601,-0.000322985,-0.002824534,-0.033398196,-0.031013218,-0.104636926,-0.041947018,-0.105989094,-0.000819128,-0.008292971,-0.006576543,-0.010803028,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2007,0.018822616,0.076113951,0.052101423,0.04617597,0.011562024,0.009279267,0.004301109,0.003070673,0.002340669,-0.01457558,0.045100733,-0.052535503,0.01688835,-0.107086467,0.010542947,-0.00523624,-0.000510635,-0.010107696,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2008,-0.028038218,-0.047189293,-0.041560112,-0.06146249,-0.040490325,-0.001156987,-0.009834162,0.002125255,-0.003895669,-0.042613798,-0.00208856,-0.094095615,-0.100385925,-0.091765008,0.002228034,-0.007400219,-0.003725112,-0.01034469,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2009,0.016425354,0.028458479,0.063079963,0.060502002,-0.002839094,0.005581786,-0.001585894,0.006806517,0.001836987,-0.026188444,0.026369919,-0.031015652,-0.06464142,-0.069846606,0.00165211,-0.002957746,-0.001985817,-0.003787361,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2010,0.003952842,0.00774682,-0.01910283,0.034845862,-0.032162646,0.006734128,-0.00312645,0.003004047,-0.007818627,-0.022235602,0.034116739,-0.050118482,-0.06092103,-0.07088378,0.007041765,-0.003476177,0.003354032,-0.012766133,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2011,0.001756416,-0.002247837,-0.029761072,0.012315889,0.003807095,0.001462866,-0.004754676,2.25E-05,-0.003509289,-0.020479186,0.031868902,-0.079879554,-0.103543852,-0.012137974,0.00365733,-0.006247016,-0.000435537,-0.012433529,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2012,-0.003053526,0.023095027,0.064796875,-0.020627762,-0.016974414,0.002945015,-0.001195371,0.002362696,0.001992583,-0.023532712,0.054963929,-0.015082679,-0.112591913,-0.04069209,0.00431602,-0.003942483,-0.001636103,-0.006709956,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2013,0.007564648,-0.013925896,-0.028016486,0.04156105,0.004249863,-0.004419113,-0.001495047,-0.00611591,0.000957424,-0.015968064,0.041038033,-0.043099165,-0.021438297,-0.086034793,0.002129466,-0.007389066,-0.001138233,-0.013632019,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2014,0.011848284,-0.039603829,-0.009363743,0.065405709,-0.00144772,-0.000302772,0.000279551,0.003472937,0.000754317,-0.00411978,0.001434204,-0.052462908,-0.043030124,-0.000484977,-0.000477739,-0.005982191,0.000881281,-0.009475295,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2015,-0.034681726,0.05318263,-0.017190602,-0.140397565,-0.018359767,0.001492703,0.003895488,-0.003555176,-0.000454106,-0.038801506,0.054616834,-0.06965351,-0.118102811,-0.084169621,0.003090195,-0.004213872,-0.001379162,-0.011515699,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2016,0.009560563,-0.021222084,0.033384374,-0.002544001,0.052287872,-0.004386763,0.000935695,0.008216634,-0.00096344,-0.029240943,0.03339475,-0.036269136,-0.064591923,-0.087936638,0.006038915,-0.009212031,0.004312813,-0.01070931,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2017,-0.001867418,0.037426575,-0.032136234,-0.026604537,-0.000509787,0.003045521,0.002844361,0.000280547,-0.00818247,-0.031108361,0.070821325,-0.06840537,-0.085959738,-0.093683147,0.008333808,-0.005517684,-0.00095388,-0.013979909,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR01,ireland,2018,0.002208733,-0.024479212,-0.003698758,0.010939245,-0.003235917,0.002752579,-0.004176658,0.00151744,0.000587841,-0.028899628,0.046342113,-0.072104128,-0.091648386,-0.08029117,0.006382551,-0.005536197,0.002743582,-0.015033086,NA,NA,NA,NA,NA,NA,NA,NA,NA
LI01,lithuania,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008005186,-0.022003771,-0.06271206,0.004703291,-0.005753891,0.002255035,-0.006007389,-0.000716434,-0.005372322
LI01,lithuania,2012,-0.013533173,-0.015536596,-0.049453012,0.107382283,-0.011770223,0.003854725,-0.002539355,0.00278745,-0.003114438,-0.013533173,-0.015536596,-0.049453012,0.004703291,-0.005753891,-0.000305828,-0.005564689,-0.002520435,-0.006061173,NA,NA,NA,NA,NA,NA,NA,NA,NA
LI01,lithuania,2013,-0.000375119,-0.018959326,-0.005130528,0.001806073,0.016259177,0.002660623,-0.002755771,0.003262267,-0.005702436,-0.013908292,-0.034495922,-0.05458354,-0.119576858,-0.012364897,-0.000377779,-0.003560354,3.30E-05,-0.006973264,NA,NA,NA,NA,NA,NA,NA,NA,NA
LI01,lithuania,2014,0.013867298,0.01566043,0.018674938,0.140735382,0.003026783,0.005930783,-0.003704733,0.005679067,-0.003158527,-4.10E-05,-0.018835492,-0.035908602,0.0157545,-0.00393409,0.004362783,-0.005936753,0.000689126,-0.004987729,NA,NA,NA,NA,NA,NA,NA,NA,NA
LI01,lithuania,2015,-0.010011463,0.001928533,-0.015232219,-0.053171127,-0.046723303,-9.73E-05,-0.001672658,0.000430991,0.000081261,-0.010052457,-0.016906959,-0.051140821,-0.067257351,-0.020816669,0.001894011,-0.00392923,-0.000336347,-0.003012723,NA,NA,NA,NA,NA,NA,NA,NA,NA
