basin,country,basin_name,distance_mean,distance_max,distance_min,taxon_resolution,sample_units,number_sites,year,ts_length,taxa,total_taxa,urban_mean,crop_mean,forest_mean,eqr,temperature_trend,lat_center,lon_center,taxonomic_bray,biological_bray,ecological_bray,taxonomic_chiSq
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2009,10,111,171,0.027698712,0.57746674,0.272201414,0.563130828,0.054373482,47.14492285,20.04115563,0.976537071,0.742359374,0.702065565,0.962935806
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2010,10,106,171,0.027705729,0.577520892,0.272098647,0.461465069,0.054373482,47.14492285,20.04115563,0.964226288,0.745335521,0.724206044,0.963437091
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2011,10,109,171,0.027711343,0.577534846,0.272088517,0.514711712,0.054373482,47.14492285,20.04115563,0.965717627,0.755851812,0.692753227,0.961101851
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2012,10,113,171,0.027779133,0.577535978,0.272029347,0.551921626,0.054373482,47.14492285,20.04115563,0.952110382,0.725191041,0.677444814,0.957787641
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2013,10,98,171,0.027782195,0.577539968,0.271991748,0.533531332,0.054373482,47.14492285,20.04115563,0.949345694,0.725617072,0.666107606,0.948887392
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2014,10,87,171,0.027797236,0.577489534,0.272118103,0.493357331,0.054373482,47.14492285,20.04115563,0.958236307,0.741163408,0.693206991,0.959614657
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2015,10,92,171,0.027801178,0.577488595,0.272112618,0.510080546,0.054373482,47.14492285,20.04115563,0.974284738,0.734214182,0.689096689,0.96068018
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2016,10,93,171,0.027824538,0.576221394,0.272753065,0.504604686,0.054373482,47.14492285,20.04115563,0.98761049,0.739731396,0.703238962,0.961197647
HU01,hungary,Danube,181.6849875,416.8330475,10.28253707,mixed,ind/m2,21,2017,10,101,171,0.027837858,0.581853423,0.267082234,0.467147938,0.054373482,47.14492285,20.04115563,0.978199923,0.733400505,0.696628627,0.963793956
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2003,16,39,76,0,0.007810333,0.204070095,0.71875,0.047520947,53.966204,-9.61325,0.912639405,0.518246094,0.48745661,0.893877527
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2004,16,44,76,0,0.007810333,0.204070095,0.7375,0.047520947,53.966204,-9.61325,0.881596825,0.50388114,0.403423574,0.892423204
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2005,16,42,76,0,0.008441646,0.204070095,0.75,0.047520947,53.966204,-9.61325,0.879933296,0.523428566,0.455214956,0.908601114
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2006,16,28,76,0,0.008441646,0.204070095,0.73125,0.047520947,53.966204,-9.61325,0.879241209,0.487232876,0.382819684,0.89478182
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2007,16,28,76,0,0.008441646,0.204070095,0.725,0.047520947,53.966204,-9.61325,0.898063825,0.563346827,0.434921107,0.904836466
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2008,16,28,76,0,0.008441646,0.204070095,0.6875,0.047520947,53.966204,-9.61325,0.870025607,0.516157534,0.393360995,0.894066123
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2009,16,34,76,0,0.008441646,0.204070095,0.7375,0.047520947,53.966204,-9.61325,0.886450961,0.544616013,0.456440958,0.903086576
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2010,16,35,76,0,0.008441646,0.204070095,0.71875,0.047520947,53.966204,-9.61325,0.890403803,0.552362833,0.437338128,0.901962246
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2011,16,39,76,0,0.008441646,0.204070095,0.70625,0.047520947,53.966204,-9.61325,0.892160219,0.550114996,0.407577056,0.921157637
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2012,16,40,76,0,0.008441646,0.204070095,0.74375,0.047520947,53.966204,-9.61325,0.889106693,0.573210023,0.472373931,0.908425455
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2013,16,41,76,0,0.008441646,0.204070095,0.7625,0.047520947,53.966204,-9.61325,0.896671341,0.559284127,0.444357445,0.918846774
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2014,16,37,76,0,0.008441646,0.204070095,0.68125,0.047520947,53.966204,-9.61325,0.908519625,0.519680298,0.434993702,0.920015625
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2015,16,34,76,0,0.008441646,0.204070095,0.69375,0.047520947,53.966204,-9.61325,0.873837899,0.572862928,0.4178031,0.907535434
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2016,16,33,76,0,0.008441646,0.204663038,0.75625,0.047520947,53.966204,-9.61325,0.883398462,0.551640844,0.451187474,0.903563013
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2017,16,24,76,0,0.008441646,0.204663038,0.75,0.047520947,53.966204,-9.61325,0.881531044,0.589067419,0.41905124,0.898906634
IR01,ireland,NN,4.981621718,13.76704434,0.057275514,mostly family,3 x 0.0676 m2,16,2018,16,33,76,0,0.008441646,0.204663038,0.725,0.047520947,53.966204,-9.61325,0.883739777,0.564588207,0.415352482,0.907144311
LI01,lithuania,Nemunas,131.4308238,293.2523734,2.390121663,mixed,ind/m2,32,2010,8,94,167,0.005949626,0.519479239,0.3853125,0.65625,0.095033335,54.9314,23.68425,0.958697898,0.800888957,0.715892137,0.962024692
LI01,lithuania,Nemunas,131.4308238,293.2523734,2.390121663,mixed,ind/m2,32,2012,8,98,167,0.005888056,0.520825444,0.38525,0.6240625,0.095033335,54.9314,23.68425,0.945164725,0.785352361,0.666439125,0.959833413
LI01,lithuania,Nemunas,131.4308238,293.2523734,2.390121663,mixed,ind/m2,32,2013,8,104,167,0.005928132,0.520719486,0.38553125,0.6615625,0.095033335,54.9314,23.68425,0.944789606,0.766393035,0.661308597,0.956388663
LI01,lithuania,Nemunas,131.4308238,293.2523734,2.390121663,mixed,ind/m2,32,2014,8,118,167,0.005982884,0.518908904,0.38878125,0.6721875,0.095033335,54.9314,23.68425,0.958656904,0.782053465,0.679983535,0.959505026
LI01,lithuania,Nemunas,131.4308238,293.2523734,2.390121663,mixed,ind/m2,32,2015,8,119,167,0.006031678,0.518829259,0.38878125,0.70084375,0.095033335,54.9314,23.68425,0.948645441,0.783981998,0.664751316,0.960132277
LI01,lithuania,Nemunas,131.4308238,293.2523734,2.390121663,mixed,ind/m2,32,2016,8,107,167,0.006134022,0.513411584,0.3931875,0.6621875,0.095033335,54.9314,23.68425,0.947922938,0.767300052,0.658560409,0.95242176
LI01,lithuania,Nemunas,131.4308238,293.2523734,2.390121663,mixed,ind/m2,32,2017,8,102,167,0.006134831,0.512134837,0.39371875,0.65,0.095033335,54.9314,23.68425,0.95752337,0.782884143,0.653180077,0.954061212
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2007,10,103,160,0.008969902,0.337321519,0.382871599,0.43974932,0.025602719,49.912375,6.133965,0.907254839,0.721473522,0.416509917,0.925181801
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2008,10,93,160,0.008985308,0.33748566,0.382820691,0.445720112,0.025602719,49.912375,6.133965,0.909044941,0.702794516,0.398205961,0.919033533
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2009,10,92,160,0.008985308,0.337519619,0.383004572,0.473671309,0.025602719,49.912375,6.133965,0.891062794,0.688128839,0.410299192,0.916862964
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2011,10,110,160,0.008985308,0.338089902,0.38227278,0.533410924,0.025602719,49.912375,6.133965,0.897762761,0.692267363,0.43174749,0.925231206
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2012,10,96,160,0.008985308,0.338736259,0.381469683,0.496903046,0.025602719,49.912375,6.133965,0.879950546,0.686203471,0.401211011,0.908051296
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2013,10,93,160,0.008985308,0.338736259,0.381469683,0.54944698,0.025602719,49.912375,6.133965,0.894883722,0.69752375,0.421298281,0.911534095
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2014,10,89,160,0.008985308,0.338755396,0.381452847,0.559933493,0.025602719,49.912375,6.133965,0.900174827,0.686544211,0.418697571,0.918990725
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2015,10,91,160,0.008985308,0.338755396,0.381452847,0.516270377,0.025602719,49.912375,6.133965,0.908242071,0.682820212,0.42880038,0.92007004
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2016,10,86,160,0.008985308,0.33025188,0.387478423,0.525097129,0.025602719,49.912375,6.133965,0.898129885,0.69241668,0.391771944,0.915832626
LU01,luxembourg,Rhine,25.64069904,55.7477631,2.859377791,mostly family,ind/sample,20,2017,10,84,160,0.00899559,0.33001326,0.387639805,0.546325357,0.025602719,49.912375,6.133965,0.90339878,0.713460183,0.420187313,0.919081738
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2008,12,89,171,0.072784252,0.440805547,0.091357726,0.438984732,0.037890345,52.46448,6.675045,0.780422265,0.459533339,0.281550263,0.842551997
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2009,12,91,171,0.072815832,0.440780431,0.091351261,0.390354544,0.037890345,52.46448,6.675045,0.809760647,0.502887318,0.24854398,0.857094325
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2010,12,95,171,0.072847413,0.44076178,0.091344797,0.394594271,0.037890345,52.46448,6.675045,0.807568748,0.468993629,0.250127741,0.839931295
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2011,12,95,171,0.072884894,0.440737227,0.091331868,0.379857106,0.037890345,52.46448,6.675045,0.773506659,0.436771263,0.252971629,0.804776853
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2012,12,85,171,0.072993043,0.440694203,0.091280152,0.387547181,0.037890345,52.46448,6.675045,0.744599381,0.437817853,0.280334647,0.811916693
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2013,12,103,171,0.073035767,0.440669087,0.091262544,0.368683342,0.037890345,52.46448,6.675045,0.809326853,0.493915106,0.252286018,0.837171927
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2014,12,96,171,0.07305984,0.440651478,0.091256079,0.391656658,0.037890345,52.46448,6.675045,0.732638756,0.396040803,0.158782345,0.792873439
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2015,12,102,171,0.073102565,0.440608754,0.091256079,0.40661164,0.037890345,52.46448,6.675045,0.737195063,0.381671726,0.206780173,0.833447214
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2016,12,97,171,0.073102565,0.431920581,0.09318232,0.389893818,0.037890345,52.46448,6.675045,0.721954871,0.382103645,0.151012082,0.818694662
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2017,12,112,171,0.073122438,0.431900708,0.093208658,0.418004303,0.037890345,52.46448,6.675045,0.768634557,0.36429146,0.181406677,0.819501866
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2018,12,103,171,0.073159919,0.431988805,0.093045035,0.375166124,0.037890345,52.46448,6.675045,0.747657539,0.396715153,0.151250086,0.800673233
NE01,netherlands,Ijssel,29.55116168,49.33366598,6.650906198,mixed,1.25 m2,6,2019,12,91,171,0.073199665,0.430888086,0.094901994,0.336328129,0.037890345,52.46448,6.675045,0.711022589,0.382821462,0.145476043,0.774244515
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,1997,20,33,76,0.003523108,0.002565168,0.932149069,0.390591829,0.02892948,43.25216078,-1.945718436,0.782673478,0.472319999,0.234659321,0.828808875
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,1998,20,35,76,0.003523108,0.002565168,0.932149069,0.416597938,0.02892948,43.25216078,-1.945718436,0.749130536,0.420112925,0.244414138,0.805773011
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,1999,20,38,76,0.003794306,0.003675068,0.927699331,0.562798778,0.02892948,43.25216078,-1.945718436,0.845310628,0.456042845,0.229150343,0.805714353
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2000,20,32,76,0.003883535,0.003764297,0.926717811,0.568274151,0.02892948,43.25216078,-1.945718436,0.7955362,0.38171998,0.212747236,0.809638249
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2001,20,36,76,0.003972764,0.003808261,0.926497993,0.56519664,0.02892948,43.25216078,-1.945718436,0.802530502,0.412211272,0.260337101,0.805349077
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2002,20,31,76,0.004289227,0.004075948,0.924838676,0.464028255,0.02892948,43.25216078,-1.945718436,0.82437105,0.404603328,0.207503276,0.789049561
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2003,20,44,76,0.004289227,0.004386298,0.921215528,0.684734632,0.02892948,43.25216078,-1.945718436,0.840366008,0.431871438,0.274116017,0.836673962
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2004,20,40,76,0.004422419,0.004386298,0.918006941,0.630519282,0.02892948,43.25216078,-1.945718436,0.768847846,0.381051083,0.264662305,0.788587856
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2005,20,42,76,0.004554311,0.004342334,0.918006941,0.775601375,0.02892948,43.25216078,-1.945718436,0.792448988,0.416137231,0.157710541,0.80384577
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2006,20,39,76,0.004598275,0.004342334,0.918234175,0.61342879,0.02892948,43.25216078,-1.945718436,0.769904196,0.405289715,0.172528302,0.80207867
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2007,20,27,76,0.004598275,0.004342334,0.918234175,0.487048492,0.02892948,43.25216078,-1.945718436,0.734656674,0.382863011,0.147800728,0.744424937
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2008,20,38,76,0.004687503,0.004253105,0.918234175,0.636475754,0.02892948,43.25216078,-1.945718436,0.760228571,0.402275596,0.228356384,0.791805009
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2009,20,41,76,0.004776733,0.004163876,0.918190211,0.616983582,0.02892948,43.25216078,-1.945718436,0.729844571,0.369411374,0.206364019,0.79266698
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2010,20,36,76,0.005098666,0.004163876,0.918001471,0.682130584,0.02892948,43.25216078,-1.945718436,0.809326337,0.409863978,0.201575616,0.74974606
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2011,20,39,76,0.005275822,0.004163876,0.918001471,0.632604047,0.02892948,43.25216078,-1.945718436,0.763727121,0.379144598,0.180415064,0.789260881
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2012,20,39,76,0.005275822,0.004163876,0.918001471,0.584012982,0.02892948,43.25216078,-1.945718436,0.730877743,0.379327763,0.198917129,0.798304359
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2013,20,42,76,0.005498244,0.004119912,0.918001471,0.686051928,0.02892948,43.25216078,-1.945718436,0.790768017,0.401776428,0.214151784,0.812919493
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2014,20,41,76,0.005587473,0.004119912,0.918001471,0.725444826,0.02892948,43.25216078,-1.945718436,0.79789272,0.38264904,0.224792478,0.779202282
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2015,20,41,76,0.005675401,0.004119912,0.918001471,0.808365789,0.02892948,43.25216078,-1.945718436,0.727418673,0.385943337,0.183431635,0.771713806
SP01,spain,Urumea,2.838966835,6.347702302,0.29161184,family,4 samples,6,2016,20,47,76,0.005675401,0.004119912,0.918265253,0.747873234,0.02892948,43.25216078,-1.945718436,0.929568432,0.479820517,0.262641209,0.854133572
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2007,13,44,79,0.014237574,0.015478118,0.808603222,0.319486309,0.053783242,43.1257991,-2.4771453,0.911527641,0.577801715,0.358148029,0.931509074
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2008,13,51,79,0.014755886,0.015380034,0.810571354,0.328886716,0.053783242,43.1257991,-2.4771453,0.893105472,0.605036474,0.392752825,0.928305983
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2009,13,52,79,0.014901765,0.015380034,0.809841959,0.32640246,0.053783242,43.1257991,-2.4771453,0.892171054,0.571872844,0.357301798,0.913521125
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2010,13,40,79,0.0150323,0.015380034,0.810693622,0.325930126,0.053783242,43.1257991,-2.4771453,0.89927491,0.550098437,0.402575652,0.912599584
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2011,13,45,79,0.015369544,0.015211412,0.810524999,0.305911052,0.053783242,43.1257991,-2.4771453,0.889463468,0.514406292,0.372551026,0.90243986
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2012,13,49,79,0.015701152,0.015211412,0.810524999,0.479761667,0.053783242,43.1257991,-2.4771453,0.880940514,0.56479844,0.30877173,0.881109214
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2013,13,44,79,0.015741641,0.015211412,0.810524999,0.513974462,0.053783242,43.1257991,-2.4771453,0.940956333,0.537067265,0.317845839,0.847614745
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2014,13,47,79,0.016868397,0.015211412,0.810032467,0.42645685,0.053783242,43.1257991,-2.4771453,0.939234077,0.574401944,0.348072568,0.862834412
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2015,13,52,79,0.017191939,0.015211412,0.810032467,0.566273411,0.053783242,43.1257991,-2.4771453,0.823338938,0.464534702,0.233208159,0.853877489
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2016,13,51,79,0.017191939,0.015211412,0.810032467,0.543198473,0.053783242,43.1257991,-2.4771453,0.87542223,0.540948187,0.271124846,0.880391503
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2017,13,51,79,0.017191939,0.015211412,0.810032467,0.506145518,0.053783242,43.1257991,-2.4771453,0.848771397,0.542611911,0.317443479,0.864028824
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2018,13,48,79,0.017191939,0.015211412,0.810032467,0.627303568,0.053783242,43.1257991,-2.4771453,0.843211242,0.487135665,0.235177008,0.832946603
SP02,spain,Deva,13.31188811,32.2228163,1.9167582,mostly family,5 samples,8,2019,13,44,79,0.017191939,0.015211412,0.810032467,0.546874452,0.053783242,43.1257991,-2.4771453,0.882154871,0.559738258,0.26214948,0.847887661
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2007,13,49,89,0.007173777,0.407821665,0.348040742,0.330693287,0.060061758,42.83935205,-2.7203261,0.964949204,0.770353233,0.63334424,0.94055212
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2008,13,58,89,0.007268094,0.407567955,0.349849724,0.442965281,0.060061758,42.83935205,-2.7203261,0.942829461,0.745904779,0.567083006,0.937969594
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2009,13,62,89,0.007428659,0.407320434,0.35027191,0.418248264,0.060061758,42.83935205,-2.7203261,0.939597345,0.762380804,0.617134011,0.938571766
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2010,13,62,89,0.007521138,0.407247192,0.350393146,0.414321131,0.060061758,42.83935205,-2.7203261,0.939436915,0.742715573,0.588945441,0.942773552
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2011,13,58,89,0.007620818,0.407204723,0.35023046,0.356856637,0.060061758,42.83935205,-2.7203261,0.939513416,0.782004265,0.632750467,0.950326727
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2012,13,62,89,0.007910192,0.40691535,0.35023046,0.444039558,0.060061758,42.83935205,-2.7203261,0.935388031,0.745023705,0.589098089,0.944921358
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2013,13,66,89,0.008274377,0.406426235,0.350770215,0.463119616,0.060061758,42.83935205,-2.7203261,0.927910014,0.751171795,0.616475649,0.938451584
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2014,13,65,89,0.008328145,0.406362305,0.351388667,0.468100241,0.060061758,42.83935205,-2.7203261,0.936645338,0.768973577,0.628283321,0.934812995
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2015,13,63,89,0.008458808,0.40629107,0.35137671,0.455476561,0.060061758,42.83935205,-2.7203261,0.936447939,0.774715026,0.623460582,0.93780211
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2016,13,55,89,0.008458808,0.4060622,0.352929763,0.46157863,0.060061758,42.83935205,-2.7203261,0.947134202,0.762473217,0.618585313,0.933174137
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2017,13,69,89,0.008784374,0.405582895,0.355380646,0.457223481,0.060061758,42.83935205,-2.7203261,0.948439781,0.766598499,0.614243538,0.941822039
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2018,13,60,89,0.008808289,0.404989289,0.361271993,0.453482936,0.060061758,42.83935205,-2.7203261,0.932862237,0.747676482,0.626053842,0.930417592
SP03,spain,Ebro,30.28930356,74.43228474,2.865606969,mostly family,5 samples,23,2019,13,61,89,0.008808289,0.404831467,0.361747011,0.457909714,0.060061758,42.83935205,-2.7203261,0.933583038,0.781400277,0.635243993,0.941551872
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2007,13,34,67,0.016352193,0.01475414,0.731853831,0.277297646,0.057074206,43.154791,-2.78221855,0.827039752,0.489642767,0.286327111,0.890634387
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2008,13,33,67,0.017398552,0.014031919,0.732361261,0.28043467,0.057074206,43.154791,-2.78221855,0.841796861,0.517467605,0.294970082,0.866273833
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2009,13,29,67,0.017703195,0.0137634,0.732012413,0.182130767,0.057074206,43.154791,-2.78221855,0.826610113,0.462591505,0.292931901,0.837280929
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2010,13,35,67,0.018185936,0.0133688,0.732012413,0.306217789,0.057074206,43.154791,-2.78221855,0.837708405,0.470248563,0.278083238,0.8448675
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2011,13,37,67,0.018442168,0.01324307,0.731924272,0.261652495,0.057074206,43.154791,-2.78221855,0.837813678,0.515497958,0.317215096,0.852046458
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2012,13,41,67,0.018691485,0.013031341,0.731773919,0.376054013,0.057074206,43.154791,-2.78221855,0.89506028,0.51910284,0.304236905,0.859832431
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2013,13,42,67,0.019301181,0.012956405,0.731773919,0.481517731,0.057074206,43.154791,-2.78221855,0.846760968,0.507470173,0.296239809,0.85908873
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2014,13,43,67,0.02002451,0.013008423,0.730526246,0.388245725,0.057074206,43.154791,-2.78221855,0.887308629,0.520665595,0.339221364,0.873656958
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2015,13,37,67,0.020099447,0.013008423,0.730526246,0.326100348,0.057074206,43.154791,-2.78221855,0.830112095,0.514574037,0.316289352,0.837242083
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2016,13,39,67,0.020099447,0.012970835,0.733132878,0.372384541,0.057074206,43.154791,-2.78221855,0.873323248,0.536144792,0.326711627,0.876299636
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2017,13,37,67,0.020187588,0.012933486,0.734509241,0.349967467,0.057074206,43.154791,-2.78221855,0.848961216,0.555886228,0.32360421,0.870417696
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2018,13,37,67,0.020187588,0.012933486,0.73631276,0.366394804,0.057074206,43.154791,-2.78221855,0.830580475,0.486116914,0.329191916,0.866038218
SP04,spain,Nervion-ibaizabal,16.27655802,34.75388662,1.808390638,mostly family,5 samples,9,2019,13,35,67,0.020187588,0.012933486,0.73631276,0.334136373,0.057074206,43.154791,-2.78221855,0.822723374,0.424185144,0.289974204,0.831006526
SP05,spain,Oria,13.07249833,27.73581089,1.417914965,mostly family,5 samples,9,2007,13,35,77,0.033398238,0.016110926,0.720984086,0.275613123,0.050912218,43.1128515,-2.1286289,0.87720265,0.524315248,0.290088338,0.853714586
SP05,spain,Oria,13.07249833,27.73581089,1.417914965,mostly family,5 samples,9,2008,13,47,77,0.033398238,0.015808372,0.721286639,0.473902253,0.050912218,43.1128515,-2.1286289,0.86635984,0.570892757,0.265996402,0.87480391
SP05,spain,Oria,13.07249833,27.73581089,1.417914965,mostly family,5 samples,9,2009,13,44,77,0.033451792,0.015808372,0.669816795,0.419873998,0.050912218,43.1128515,-2.1286289,0.853279697,0.486609718,0.297925222,0.859783611
SP05,spain,Oria,13.07249833,27.73581089,1.417914965,mostly family,5 samples,9,2010,13,46,77,0.033686029,0.015808372,0.66984026,0.491808872,0.050912218,43.1128515,-2.1286289,0.892344997,0.502417553,0.307272971,0.878778863
